employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-90585882,Matthew,Orozco,Female,New York,New York City,2023-02-01,Marketing,Content Creator,Bachelor,58407,Excellent,No,2001-11-09,2023-07-31
00-15512205,Devon,Hall,Male,New York,Rochester,2018-09-27,Sales,Sales Representative,Bachelor,81959,Satisfactory,Yes,1969-06-30,2021-08-07
00-59737181,Eric,Lewis,Male,New York,Rochester,2016-06-10,Sales,Sales Specialist,PhD,74105,Satisfactory,No,1968-09-28,2021-05-12
00-11698142,Rick,Daniels,Male,New York,Buffalo,2023-06-11,Customer Service,Help Desk Technician,Bachelor,78079,Satisfactory,Yes,1993-11-15,2023-12-08
00-68186525,Bryan,Wall,Male,Illinois,Naperville,2024-05-31,Customer Service,Customer Service Representative,High School,60685,Excellent,No,1975-05-25,2024-11-27
00-71705170,Rebecca,Silva,Male,New York,New York City,2022-09-28,IT,System Administrator,Master,91983,Satisfactory,No,1970-06-23,2023-03-27
00-80027662,Andrew,Gilmore,Male,New York,Rochester,2024-08-11,Operations,Inventory Specialist,Bachelor,68235,Good,Yes,1983-12-22,2025-02-07
00-82232344,Omar,Smith,Female,New York,Buffalo,2023-05-17,Sales,Sales Consultant,Master,96575,Good,No,1972-06-28,2023-11-13
00-89520597,Kenneth,Price,Female,North Carolina,Charlotte,2017-12-13,Customer Service,Help Desk Technician,High School,80107,Needs Improvement,No,1981-03-04,2019-06-14
00-21631697,Stephanie,Barnes,Male,Illinois,Naperville,2017-10-18,Sales,Sales Manager,Master,111822,Good,No,1987-07-06,2018-04-16
00-72372114,Jessica,Marsh,Female,New York,Buffalo,2020-12-14,Sales,Sales Consultant,Bachelor,74894,Good,No,1973-07-22,2021-06-12
00-55150390,Jeffrey,Robinson,Male,New York,Buffalo,2015-06-19,Customer Service,Customer Service Representative,Bachelor,68170,Satisfactory,No,1983-10-12,2018-09-03
00-75437844,Todd,Price,Male,Michigan,Detroit,2017-09-17,IT,IT Support Specialist,High School,58120,Good,Yes,1986-05-19,2018-03-16
00-47535126,Erin,Powell,Male,New York,New York City,2023-03-06,Sales,Sales Consultant,Master,69351,Good,No,1992-02-28,2023-09-02
00-84597009,Mary,Calhoun,Female,New York,Buffalo,2015-08-30,Operations,Inventory Specialist,Bachelor,63090,Needs Improvement,No,1980-06-11,2020-06-11
00-42394260,Amanda,Meadows,Female,North Carolina,Charlotte,2022-08-18,Finance,Accountant,Bachelor,66590,Good,Yes,1969-10-04,2023-02-14
00-42255732,Anne,Johnson,Male,New York,Rochester,2022-09-07,IT,Software Developer,Bachelor,94979,Good,No,1960-08-02,2023-03-06
00-75876924,Roy,Camacho,Female,New York,Rochester,2019-03-12,Customer Service,Support Specialist,Bachelor,68030,Good,Yes,1966-05-11,2019-09-08
00-49491631,Brent,Gray,Female,Michigan,Detroit,2017-03-24,Marketing,Content Creator,Bachelor,55734,Satisfactory,No,1989-09-14,2023-12-12
00-51098277,Shawn,Rogers,Female,Pennsylvania,Philadelphia,2022-12-08,Sales,Sales Representative,Bachelor,65009,Satisfactory,Yes,1969-06-21,2023-06-06
00-84285882,Nicholas,Walton,Female,Michigan,Grand Rapids,2020-11-19,Sales,Sales Specialist,PhD,73797,Good,Yes,1990-05-03,2021-05-18
00-83871890,Robert,Conley,Female,New York,Buffalo,2018-07-02,Customer Service,Customer Service Representative,Bachelor,59391,Good,No,1961-11-13,2020-01-29
00-46361787,Andrew,Ryan,Male,New York,Buffalo,2018-05-16,Sales,Sales Consultant,Bachelor,95438,Good,Yes,1978-01-03,2018-11-12
00-35848226,Jeffrey,Jones,Female,New York,Rochester,2018-09-11,Marketing,Marketing Coordinator,Bachelor,52863,Satisfactory,No,1992-02-26,2019-03-10
00-34850391,Billy,Johnson,Female,Pennsylvania,Philadelphia,2017-04-07,Sales,Sales Representative,Bachelor,59645,Good,No,1976-11-30,2024-12-23
00-47111151,James,Smith,Female,New York,Buffalo,2022-03-01,IT,System Administrator,Master,72411,Excellent,No,1990-05-20,2022-08-28
00-47983442,John,Wells,Female,North Carolina,Charlotte,2024-02-14,Sales,Sales Consultant,Master,92457,Satisfactory,No,1980-08-28,2024-08-12
00-40532273,Anne,Robinson,Female,New York,Buffalo,2018-09-29,Customer Service,Customer Service Representative,Bachelor,64737,Good,No,1962-09-29,2019-03-28
00-81690398,Jonathan,Wood,Female,New York,Rochester,2016-08-23,Customer Service,Help Desk Technician,Bachelor,78322,Good,Yes,1980-07-05,2017-02-19
00-84270583,Catherine,Adkins,Male,New York,Buffalo,2017-02-14,Operations,Inventory Specialist,Bachelor,63371,Good,No,1996-04-20,2024-11-08
00-75884623,Kimberly,Martin,Female,New York,Rochester,2016-04-30,Operations,Inventory Specialist,High School,61038,Satisfactory,No,1994-03-19,2019-01-27
00-48163378,Daniel,Johnson,Male,New York,Rochester,2019-05-02,IT,Software Developer,Master,102531,Satisfactory,No,1991-01-04,2022-03-29
00-34744872,Barbara,Odonnell,Male,Illinois,Chicago,2024-05-25,Marketing,Marketing Coordinator,Bachelor,72436,Good,No,1996-12-09,2024-11-21
00-74119726,Randy,Espinoza,Male,Ohio,Cleveland,2016-01-30,Sales,Sales Representative,Bachelor,62740,Satisfactory,No,1996-04-17,2023-10-23
00-76001106,Brittany,Rivas,Male,New York,Rochester,2016-04-04,Finance,Accountant,Bachelor,71374,Satisfactory,No,1986-04-29,2016-10-01
00-17195288,Curtis,Barton,Female,New York,New York City,2017-11-27,Marketing,Content Creator,High School,53525,Good,No,1989-07-29,2018-12-19
00-21432787,Gabrielle,Trujillo,Female,New York,Buffalo,2024-11-05,Customer Service,Support Specialist,Bachelor,57059,Satisfactory,No,1970-05-26,2025-05-04
00-65857931,Tonya,Patton,Female,New York,New York City,2021-05-15,Customer Service,Help Desk Technician,High School,81281,Good,No,1999-06-21,2021-11-11
00-80138498,Amanda,Stanley,Male,New York,Rochester,2018-01-27,Sales,Sales Representative,Bachelor,77133,Good,Yes,1973-06-21,2018-07-26
00-88990506,William,Peterson,Male,Illinois,Chicago,2024-11-25,Operations,Logistics Coordinator,Bachelor,59761,Excellent,Yes,1977-02-22,2025-05-24
00-93352876,Robert,Henry,Male,New York,New York City,2016-06-17,Customer Service,Help Desk Technician,High School,69063,Good,No,1970-05-01,2016-12-14
00-37888820,Susan,Reid,Male,New York,Buffalo,2021-11-18,IT,System Administrator,Master,89816,Satisfactory,No,1977-11-26,2022-05-17
00-20896797,Steve,Hernandez,Male,Ohio,Columbus,2017-03-10,Finance,Accounts Payable Specialist,Bachelor,61703,Good,No,1993-11-25,2021-08-28
00-20075036,Jessica,Sheppard,Female,New York,Rochester,2017-04-15,Finance,Accountant,Bachelor,87080,Satisfactory,No,1974-01-16,2017-10-12
00-89699989,Christina,Gillespie,Male,New York,Rochester,2019-10-28,Customer Service,Help Desk Technician,Bachelor,66381,Excellent,No,1964-02-07,2020-04-25
00-48668783,Timothy,Graham,Female,New York,Rochester,2022-10-11,Operations,Inventory Specialist,High School,57499,Needs Improvement,No,1981-07-12,2023-04-09
00-70939053,Brittany,Morris,Female,New York,Buffalo,2016-04-05,Operations,Inventory Specialist,Bachelor,56166,Excellent,Yes,1975-03-08,2024-04-01
00-93893865,Mariah,Miller,Male,New York,New York City,2020-12-08,Sales,Sales Representative,Bachelor,82595,Good,Yes,1997-10-03,2022-07-23
00-25405014,Shannon,Christensen,Male,New York,Rochester,2020-08-09,Operations,Inventory Specialist,High School,62555,Good,Yes,1996-04-27,2022-07-22
00-45652586,Cheryl,Gray,Female,Michigan,Warren,2023-01-12,Operations,Inventory Specialist,Bachelor,65121,Good,Yes,1961-04-11,2023-07-11
00-32269779,Troy,Nguyen,Male,New York,New York City,2023-07-09,Marketing,Marketing Coordinator,Bachelor,73622,Good,No,1992-07-28,2024-01-05
00-86397676,Jason,Salinas,Female,New York,Buffalo,2024-05-12,Finance,Financial Analyst,PhD,107609,Needs Improvement,Yes,1966-12-25,2024-11-08
00-72907576,Joshua,Carlson,Female,New York,Buffalo,2022-12-08,IT,IT Support Specialist,High School,55096,Satisfactory,No,1999-08-11,2023-06-06
00-46540265,Joshua,Smith,Female,New York,New York City,2020-03-15,Operations,Operations Analyst,Bachelor,69793,Excellent,No,1987-01-14,2021-06-15
00-20796722,Christopher,Cortez,Female,Michigan,Detroit,2020-07-08,IT,Software Developer,Bachelor,102129,Satisfactory,No,1982-08-13,2021-09-18
00-53261270,Angela,Allen,Male,New York,Rochester,2021-07-04,IT,System Administrator,Master,67886,Good,No,1986-06-22,2021-12-31
00-40725714,Debbie,Henry,Female,New York,Buffalo,2024-11-03,Operations,Operations Analyst,Bachelor,71889,Satisfactory,Yes,1983-12-20,2025-05-02
00-12784407,Andre,Phillips,Female,New York,New York City,2024-06-06,Customer Service,Customer Service Representative,High School,62790,Satisfactory,No,1972-11-25,2024-12-03
00-46173157,Heather,Torres,Female,New York,Buffalo,2020-08-13,Operations,Logistics Coordinator,Bachelor,58167,Satisfactory,No,1976-08-24,2021-02-09
00-79654147,Miguel,Tran,Female,New York,Rochester,2022-05-14,Customer Service,Support Specialist,High School,59713,Satisfactory,No,1999-09-02,2022-11-10
00-88561612,Ronald,Reese,Male,New York,Rochester,2019-05-09,Operations,Logistics Coordinator,Bachelor,63660,Satisfactory,Yes,1972-12-31,2019-11-05
00-73083727,Michael,Chavez,Female,New York,New York City,2018-04-30,Operations,Inventory Specialist,Bachelor,55713,Satisfactory,No,1981-03-26,2021-06-13
00-99943797,John,Martinez,Male,New York,New York City,2016-03-15,Customer Service,Help Desk Technician,Bachelor,78805,Good,No,1990-08-02,2023-06-26
00-65250068,Leslie,Newton,Female,New York,New York City,2022-10-24,Sales,Sales Representative,Bachelor,60912,Good,Yes,1978-08-06,2023-04-22
00-63747791,Hannah,Lee,Male,New York,Buffalo,2023-10-14,Operations,Inventory Specialist,High School,66240,Satisfactory,Yes,1980-11-03,2024-04-11
00-71045700,Todd,Hardy,Male,New York,Rochester,2016-10-22,Customer Service,Support Specialist,High School,60280,Excellent,No,1990-05-23,2019-10-29
00-25558733,Alicia,Campbell,Male,New York,New York City,2024-02-09,Customer Service,Customer Service Representative,Bachelor,64287,Good,No,1989-04-23,2024-08-07
00-79067939,Marissa,Phillips,Male,New York,Rochester,2023-05-21,Sales,Sales Specialist,Master,66781,Excellent,No,1983-03-03,2023-11-17
00-82825679,Harry,Smith,Male,New York,Buffalo,2019-07-27,Sales,Sales Representative,Bachelor,84094,Good,No,1970-08-21,2020-01-23
00-79583757,David,Williams,Female,New York,Rochester,2018-01-22,Sales,Sales Representative,Bachelor,66981,Good,No,1971-08-13,2024-04-26
00-69329732,Angela,Terry,Female,New York,Buffalo,2022-02-19,Customer Service,Help Desk Technician,Bachelor,78546,Good,No,1978-09-17,2023-08-22
00-83715012,Dana,Mullins,Male,Virginia,Richmond,2017-02-09,Operations,Logistics Coordinator,Bachelor,64019,Good,No,1965-08-14,2020-10-19
00-75056916,Monique,Andrews,Male,New York,Buffalo,2016-07-01,Sales,Sales Representative,Bachelor,80980,Excellent,No,1985-01-20,2021-04-11
00-42117961,Timothy,Peterson,Female,Florida,Miami,2022-01-20,Sales,Sales Representative,Bachelor,58242,Good,No,1991-08-16,2022-07-19
00-11835355,Johnny,Hensley,Female,New York,Buffalo,2020-02-14,IT,Software Developer,Master,95432,Needs Improvement,No,1986-08-29,2023-07-03
00-25228493,Lynn,Morales,Male,New York,New York City,2019-01-29,Customer Service,Support Specialist,Bachelor,72036,Good,No,1966-08-26,2021-09-08
00-30665654,Barbara,Parks,Female,New York,Buffalo,2020-02-28,Sales,Sales Representative,Bachelor,69216,Satisfactory,No,1981-01-21,2020-08-26
00-78299645,Edward,Hart,Male,Illinois,Chicago,2022-04-28,Customer Service,Customer Service Representative,Bachelor,63344,Needs Improvement,No,1978-08-19,2022-10-25
00-74759996,Christopher,Wright,Male,North Carolina,Raleigh,2024-08-04,Marketing,Content Creator,Bachelor,63342,Good,Yes,1980-10-08,2025-01-31
00-83989546,Kathy,Obrien,Male,Michigan,Grand Rapids,2017-11-04,Customer Service,Customer Service Representative,Bachelor,67818,Satisfactory,Yes,2000-06-25,2019-02-04
00-78214937,Christine,Rowe,Male,New York,Buffalo,2022-05-28,Customer Service,Customer Service Representative,Bachelor,74416,Good,No,1961-01-14,2024-10-15
00-19369750,Shannon,Ramos,Female,New York,Rochester,2017-12-01,Customer Service,Customer Service Representative,High School,59823,Excellent,No,1992-10-05,2018-05-30
00-78147397,Brianna,Patterson,Male,New York,Rochester,2017-08-09,Marketing,Marketing Coordinator,Bachelor,77963,Excellent,No,1974-12-19,2018-02-05
00-50071487,Christine,Lynch,Male,New York,Rochester,2023-10-15,Operations,Inventory Specialist,High School,58852,Good,No,1975-10-24,2024-04-12
00-75718414,Cory,Farmer,Female,New York,Rochester,2023-08-31,Operations,Logistics Coordinator,Bachelor,56099,Excellent,No,1988-05-21,2024-02-27
00-75007200,Jason,Guerrero,Male,Virginia,Richmond,2018-03-02,Sales,Sales Representative,Bachelor,80089,Good,Yes,1967-08-19,2019-05-18
00-82937948,John,Arnold,Female,New York,New York City,2018-03-02,Operations,Logistics Coordinator,Bachelor,54065,Satisfactory,No,1976-01-10,2021-12-16
00-35320492,Aaron,Hayes,Female,Michigan,Detroit,2024-08-18,Finance,Accounts Payable Specialist,Bachelor,65623,Needs Improvement,Yes,1987-09-02,2025-02-14
00-61401477,Terry,Johnson,Male,New York,Buffalo,2017-04-22,Customer Service,Help Desk Technician,Bachelor,65571,Good,No,1977-11-06,2020-02-07
00-52704903,Jasmine,Warner,Female,New York,Rochester,2022-06-26,Sales,Sales Specialist,PhD,94650,Good,No,1986-02-10,2022-12-23
00-61167978,Charles,Hall,Female,New York,Buffalo,2018-04-13,Finance,Accountant,Bachelor,87620,Excellent,No,1988-02-04,2018-10-10
00-97512508,Kristin,Weber,Female,New York,New York City,2024-09-13,Operations,Operations Analyst,Master,84470,Good,No,1986-02-06,2025-03-12
00-26944487,Linda,Gonzalez,Male,New York,New York City,2020-02-14,Sales,Sales Specialist,Bachelor,74777,Good,No,1988-10-13,2021-04-21
00-23470708,Amy,Holland,Female,New York,Rochester,2023-12-19,Operations,Logistics Coordinator,Bachelor,55889,Good,No,2000-07-02,2024-06-16
00-80591959,Joseph,Thomas,Male,Virginia,Norfolk,2024-01-24,Operations,Logistics Coordinator,Bachelor,67280,Good,No,1982-06-21,2024-07-22
00-29348212,Gabriel,Parker,Female,Pennsylvania,Allentown,2019-10-18,Sales,Sales Consultant,Master,87940,Good,No,1975-10-03,2020-04-15
00-20043277,Madison,Morse,Female,Illinois,Naperville,2019-06-20,Customer Service,Help Desk Technician,High School,58676,Good,No,1959-07-25,2021-04-22
00-93652460,David,Barker,Male,New York,New York City,2022-09-29,IT,IT Support Specialist,High School,66001,Satisfactory,Yes,1993-07-05,2023-03-28
00-54099326,Richard,Nelson,Male,Ohio,Cleveland,2023-07-29,Customer Service,Customer Service Representative,High School,61836,Good,No,1992-03-28,2024-01-25
00-52501540,Troy,Miller,Female,New York,Buffalo,2021-01-16,Sales,Sales Representative,Bachelor,72320,Satisfactory,No,1986-04-07,2021-07-15
00-82613940,Pamela,Navarro,Female,New York,Rochester,2015-08-23,Customer Service,Help Desk Technician,Bachelor,67779,Needs Improvement,No,1978-01-21,2021-03-17
00-94712997,John,Davis,Female,New York,New York City,2022-09-19,Customer Service,Help Desk Technician,Bachelor,76637,Excellent,Yes,1990-10-02,2023-07-01
00-22130508,Mary,Johnston,Male,New York,Rochester,2019-01-09,Operations,Inventory Specialist,Bachelor,58495,Good,No,1986-12-12,2022-07-21
00-95060193,Yvonne,Chambers,Female,New York,Rochester,2022-04-15,Customer Service,Support Specialist,Bachelor,62938,Good,No,1967-02-10,2022-10-12
00-32329103,Barbara,Hines,Male,Florida,Orlando,2022-03-10,Customer Service,Help Desk Technician,High School,67455,Satisfactory,Yes,1981-04-27,2022-09-06
00-53536830,Thomas,Pearson,Female,New York,Rochester,2023-12-22,Operations,Logistics Coordinator,Bachelor,57243,Satisfactory,No,1985-08-03,2024-06-19
00-60310319,Joshua,Shea,Male,New York,Rochester,2019-06-19,Marketing,Marketing Coordinator,Bachelor,77791,Satisfactory,Yes,1980-09-16,2019-12-16
00-65304649,Cynthia,Vasquez,Male,New York,Rochester,2020-02-05,Marketing,Marketing Manager,Master,94659,Excellent,Yes,1982-11-11,2020-08-03
00-33497411,Theodore,Ortiz,Male,New York,New York City,2016-05-04,Customer Service,Customer Service Representative,Bachelor,70991,Needs Improvement,No,1975-05-31,2020-03-23
00-42323627,Elizabeth,Hodge,Female,New York,New York City,2020-05-08,Sales,Sales Representative,Bachelor,67107,Satisfactory,No,1982-04-19,2023-07-06
00-41163805,Robert,Simpson,Male,New York,Buffalo,2019-09-15,Operations,Logistics Coordinator,Bachelor,67154,Good,No,1983-07-29,2020-03-13
00-44269370,Sierra,Cervantes,Female,New York,Rochester,2022-08-02,Operations,Inventory Specialist,Bachelor,57452,Satisfactory,Yes,1987-03-20,2023-05-30
00-83363160,Benjamin,Miller,Male,Illinois,Chicago,2017-04-09,Customer Service,Customer Service Representative,High School,61258,Satisfactory,No,1992-08-03,2022-03-24
00-88862539,Marcus,Cordova,Female,New York,Buffalo,2017-06-06,Sales,Sales Representative,Bachelor,65222,Needs Improvement,No,1970-06-18,2020-04-15
00-43567615,Michelle,Bryan,Female,New York,Rochester,2019-01-01,Marketing,SEO Specialist,High School,76873,Needs Improvement,No,1996-09-23,2019-06-30
00-61632653,Diane,Daniels,Female,New York,New York City,2023-06-10,Sales,Sales Representative,Bachelor,68800,Excellent,No,1983-11-01,2024-01-16
00-61185849,Brian,Stone,Male,New York,New York City,2020-08-29,Operations,Operations Analyst,Bachelor,79458,Good,Yes,1964-03-05,2021-02-25
00-49625201,Katherine,Garrett,Female,North Carolina,Raleigh,2015-10-23,Operations,Logistics Coordinator,Bachelor,53471,Excellent,No,1981-07-01,2021-10-06
00-46840133,Brett,Adams,Male,North Carolina,Charlotte,2015-02-20,Sales,Sales Representative,Bachelor,68009,Good,No,1975-05-06,2024-01-22
00-16582607,Sara,Kim,Female,New York,New York City,2024-09-28,Sales,Sales Representative,Bachelor,68240,Satisfactory,Yes,1984-05-16,2025-03-27
00-48412328,Todd,Johnson,Male,New York,New York City,2023-09-02,IT,System Administrator,Master,96095,Good,No,1973-04-16,2024-02-29
00-57287718,Chelsea,Allen,Male,New York,Buffalo,2017-03-03,Customer Service,Support Specialist,Bachelor,66561,Good,No,1977-10-20,2017-08-30
00-43638559,Lance,Smith,Male,New York,Buffalo,2022-06-08,Sales,Sales Consultant,Master,92568,Excellent,No,1982-09-03,2022-12-05
00-98473848,Christopher,Gay,Male,Michigan,Grand Rapids,2022-12-21,Operations,Logistics Coordinator,Bachelor,63038,Good,No,1959-10-21,2023-06-19
00-23041121,Daniel,Valentine,Male,New York,Buffalo,2023-09-09,Operations,Inventory Specialist,Bachelor,68256,Good,No,1983-04-18,2024-03-07
00-51464269,Marilyn,Jimenez,Male,New York,Buffalo,2023-10-06,Operations,Inventory Specialist,Bachelor,66936,Good,Yes,1977-12-09,2024-04-03
00-58970845,Kelly,Thornton,Female,New York,Rochester,2022-06-11,Operations,Logistics Coordinator,Bachelor,57549,Excellent,No,1974-06-15,2022-12-08
00-53851498,Mary,Baird,Male,New York,New York City,2022-04-05,Operations,Logistics Coordinator,Bachelor,67506,Satisfactory,No,1981-08-15,2022-10-02
00-27738187,Stephen,Thomas,Male,New York,Buffalo,2023-03-16,Sales,Sales Specialist,Master,57739,Good,No,1969-08-22,2024-11-17
00-77349752,Sandra,Romero,Female,Pennsylvania,Philadelphia,2024-12-07,Operations,Logistics Coordinator,Bachelor,61624,Good,Yes,1985-04-13,2025-06-05
00-74672520,Derek,Jones,Male,Michigan,Detroit,2024-10-27,Customer Service,Support Specialist,Bachelor,67477,Excellent,Yes,1973-02-24,2025-04-25
00-55461591,Kristy,Perry,Female,New York,New York City,2023-12-29,Operations,Inventory Specialist,High School,58948,Excellent,No,2004-01-12,2024-06-26
00-28892086,Kristin,Adams,Female,Pennsylvania,Philadelphia,2022-01-01,Customer Service,Help Desk Technician,High School,75839,Good,No,1970-02-04,2022-06-30
